Company Name,Website,Phone,Industry,Company Size,Headquarters,Type,Founded,Location,Specialties
Aguimmo,http://www.aguimmo.com,2.25E+11,Commercial Real Estate,11-50 employees,"Conakry, Ratoma",Partnership,2016,"BP 6435 Conakry, Conakry, Ratoma 00224, GN",
MGTELECOM ET SERVICES,http://mgtelecom.net,,Telecommunications,,,,,,
Progress Consultants and Partners Sarl,http://www.progress-gn.com,,Professional Training & Coaching,2-10 employees,"Cokakry, Guinée",Partnership,2011,"Minière Cité, Route de Donka, Commune de Dixinn, Immeuble Madina Légué, Cokakry, Guinée GN","Stratégie, Conseil d’entreprise,, Coaching/Conseil Management, Investissement,, Expertise Ressources Humaines,, Audit et Contrôle de Gestion,, Création, Gestion et Administration des Entreprises, and Formation, Développement de compétences"
Afridea,https://pact.ideascale.com/a/register,,Program Development,11-50 employees,,Nonprofit,,"Conakry, GN","entrepreneuriat, innovation, Guinée, Mali, Sénégal, Togo, covid-19, éducation, santé, and économie"
DAMHA LOGTRANS,,+224 626 90 44 73,Logistics & Supply Chain,2-10 employees,"Conakry, Guinée",Sole Proprietorship,2019,"Conakry, Guinée GN",
Dream For Africa,http://www.dream4africa.com,2.25E+11,Management Consulting,2-10 employees,,Partnership,2020,"CONAKRY, GN","Formations, Constitution de sociétés commerciales, Montage, gestion et suivi-évaluation des projets, Développement d’affaires, Accélération des startups, Investissements sur des projets viables et rentables, Accompagnement des Entreprises (PME/PMI/GIE), and Mise à disposition espaces de travail"
Convertible Resources Ltd,http://www.convertibleresources.com,,Mining & Metals,11-50 employees,"Ebene, Mauritius",Privately Held,2018,,
Groupe SABEC,http://www.groupe-sabec.com,,Investment Banking,11-50 employees,"Conakry, Immeuble R+4 en face de Diakelec ex Cyber Ratoma",Privately Held,,"Conakry, Immeuble R+4 en face de Diakelec ex Cyber Ratoma GN",
Guinea Business & Digital,,,Information Technology & Services,2-10 employees,,Partnership,,"Conakry, GN",
Paul Kagame Business School,https://pkbs-educ.net/,2.25E+11,Higher Education,51-200 employees,,Educational Institution,,"Conakry, Ratoma, Lambanyi, GN",
BATIPLAN-Guinée,,+224 623 813 797,Architecture & Planning,2-10 employees,,Partnership,2018,"Dubreka, GN","Achitecture Urbaine, Construction Bâtiment, Rénovation, Entretien, Formation BIM, Immobilier, Matériaux de construction, and Conseils"
SENNACO BTP,,666595967,Architecture & Planning,51-200 employees,"conakry , Dubreka",Partnership,2018,"Conakry , conakry , Dubreka 2704, GN","ingeierie, architecture, Muni AEP, Ammenagement hydrau agricol, gestion immobiliere, and formation"
Digitalux,,+224 661 48 48 02,Marketing & Advertising,2-10 employees,,Privately Held,2021,"Immeuble TAMATA FM, Koloma Marché, Conakry, 1111, GN","Marketing Digital, informatique, Web design, Webmarketing, and Office Pro"
ASHAPURA GLOBAL INFRATECH SARL,http://www.agisarl.net,,Construction,201-500 employees,"Conarky, guinea",Partnership,2019,"Conarky, guinea GN",
SOS Villages d'Enfants Guinée,http://www.sosguinea.org,2.25E+11,Civic & Social Organization,51-200 employees,,Nonprofit,1985,"B.P. 3527, Conakry, GN",
Fluiconnecto North West Africa,http://www.fluiconnecto.com/sn,,Wholesale,"1,001-5,000 employees",,Privately Held,,,
Guinée Gaz,http://skisa.mr/gg,,Oil & Energy,201-500 employees,,Privately Held,,"Conakry, GN",
B&D Associates,,,Financial Services,2-10 employees,,Self-Employed,2020,"Conakry, GN","Business plan, Etude marché, and Manuel de procédures"
CFAO Motors Guinee,https://toyota.cfaomotors-guinee.com/,,Automotive,51-200 employees,,Privately Held,2004,"Dabondy BP4460, Conakry, 4460, GN",
INET SARL,https://inetguinee.com,2.25E+11,Information Technology & Services,2-10 employees,,Privately Held,2011,"Conakry, GN","Telephonie IP, Services SMS à valeurs ajoutées, Audit Informatique, Agence Digitale, and Réseaux Informatiques & Télécoms"
Afribone Guinée,http://www.afribone.net.gn,,Information Technology & Services,11-50 employees,,Privately Held,1997,"Avenue de la République, Immeuble AL Iman Quartier Boulbinet Commune de Kaloum , Conakry, BP 3706, GN","Fourniture d'accès Internet, Réseaux et Télécommunications, Téléphonie IP, and Développement Informatique"
Mano River Union,http://www.mru.int,,International Trade & Development,51-200 employees,"Freetown, Sierra Leone.",Government Agency,1973,,
DMAK Corporate,https://www.dmakcorporate.com,2.25E+11,Events Services,2-10 employees,,Privately Held,2013,"Nongo, 2eme Pont , Commune de Ratoma, Conakry, GN","Gestion Evenementielle, Animations Commerciales, Team Building, Conciergerie, Amenagement et Decoration, Location de mobilier de reception , Conference, and Lancement de projet/produit"
Enaf Guinée,http://www.enafgn.com/,,Internet,11-50 employees,"Conakry, Conakry",Privately Held,2017,"Bambéto, Conakry, Conakry 1076, GN",Annonces immobilière and Annonces Architecturales
HEN,http://emilenoel.com,,Food Production,2-10 employees,"Kindia, Basse Guinée",Privately Held,2018,"Kindia, Basse Guinée GN",
GRC Expertise,,+224 627 26 41 41,Management Consulting,2-10 employees,"Conakry, Conakry",Partnership,2020,"Conakry, Conakry GN","Audit interne, Gestion des risques, Conformité, Compliance, Finances, Microfinance, Evaluation, Comptabilité , Analyse financière, Finance Islamique, Technique bancaire , Excel, Audit externe, Blanchiment d'argent, Fiscalité, Contrôle de gestion, and Formation"
Partenariat SMART,,,"Health, Wellness & Fitness",11-50 employees,"Conakry, Conakry",Nonprofit,2020,"Guinée, Conakry, Conakry, Conakry 457, GN",
Société Alame SARL,http://www.amgandpartners.com,,Mining & Metals,51-200 employees,"Dubreka, Dubreka",,,"Yorokoguiah, Dubreka, Dubreka 5737, GN","Crusher run, Concrete aggregate, Face fill, Armour rock, Quarrying, Drilling, Blasting, and Quarry architecture"
Walitime,https://walitime.com,,Staffing & Recruiting,2-10 employees,"Conakry, Conakry",Privately Held,2016,"Bonfi , Conakry, Conakry 025, GN",
GLOBAL IT SERVICES GN,,,Computer Software,11-50 employees,,Privately Held,2011,,"DISTRIBUTION DE MATERIELS, MAINTENANCE & SUPPORT INFORMATIQUE, DELEGATION DE PERSONNELS, INFRASTRUCTURE, CONSULTING –GESTION DE PROJET, SOLUTIONS ERP & CRM, and CONCEPTION DE SITE WEB"
Afri Agrotech Limited,http://www.afriagrotech.com,,Business Supplies & Equipment,"1,001-5,000 employees","Dubai, UAE",Public Company,,,"Agricultural tools and machinery, Crude Palm Oil, Palm Karnel, Automobile Spare Parts and Accessories, Food Products, Garden Tools, Steel, Energy Solutions, Plastic Products, Building Material, Construction, Construction Chemical, Herbicides and Pesticides, Food Processing Machinery, Agro Products, and West Africa"
GUINEE IMPACT TV,http://www.guineeimpact.com/,,Online Media,11-50 employees,"Conakry, Conakry",Nonprofit,2015,"Rep Guinée, Conakry - Gbessia, Bp 438, Conakry, Conakry B.P 438, GN","Communication, Entreprenariat, Technologie, Leadership, Culture, Citoyenneté , and Société"
BVG GROUP,http://www.bvggroup.net,,Hospitality,2-10 employees,,Privately Held,2017,"KA032 Ave. William Tubman, Almamya, Commune de Kaloum, Conakry, BP.1492, GN","consulting, hospitality, restaurant, étude de marché, and African development"
Yaaxe,https://yaaxe.com/,623387127,Staffing & Recruiting,2-10 employees,"Conakry, République de Guinée",Partnership,2020,"Kaporo, Conakry, République de Guinée GN",
Guinea Global Minning,,,Mining & Metals,51-200 employees,"Conakry, Conakry",,,,
Audit Advisory & Management Consulting (AAM-Consulting SARL),http://www.aam-consulting.net,,Accounting,2-10 employees,,Partnership,2019,"Conakry, GN","Audit, Conseil, Juridique & Fiscal, Digitalisation, and Formation"
Factoriels,http://www.factoriels.tech,2.25E+11,Information Technology & Services,2-10 employees,"Ratoma, Conakry",Privately Held,2017,"Nongo, Ratoma - Conakry, Ratoma, Conakry 224, GN","Application / solution web, Application / solution mobile, Application / solution desktop, restructuration & maintenance de base de données, installation & maintenance de serveurs, réseau intranet, and caméra de surveillance"
VDCTelecom,https://www.vdctelecom.com/,655554444,Telecommunications,51-200 employees,"Kaloum, Conakry",Partnership,2008,"Route du port, almamya, B12- Waqf Building- 3rd floor, Kaloum, Conakry 447 Conakry, GN",
GuiDigit.com,http://www.guidigit.com,629373530,Marketing & Advertising,2-10 employees,,Self-Employed,2020,"Conakry, 001, GN","Gestion Médias Sociaux, Campagne Médias Sociaux, Gestion Réseaux Sociaux, Publicité Sur Facebook, Publicité Sur Twitter, Publicité Sur LinkedIn, Publicité Sur Instagram, Marketing Digital en Guinée, Gestion Médias Sociaux en Guinée, Gestion Compte Twitter, Gestion Compte Instagram Pour Entreprises, Gestion Page Facebook Pour Entreprises, Gestion Page LinkedIn Professionnelle, Gestion Page Pinterest Professionnelle, and Gestion Présence en Ligne Pour Entreprises"
FONIKE ODD,http://fonikeodd.org,621974140,Civic & Social Organization,2-10 employees,"Conakry, Conakry",Nonprofit,2016,"Sonfonia, C/Ratoma, Conakry, Conakry 00224, GN","Développement Durable, Solidarité Internationale, Finance Solidaire Inclusive, Responsabilité Sociétale des Entreprises, Entrepreneuriat Social, Économie Sociale et Solidaire, and Nouvelles Technologies"
Cabco,http://www.cabcogn.com,,Consumer Services,11-50 employees,,Partnership,2017,"Centre Emeteur, Kipé, Conakry, GN","Transportation service, Customer service, Cab service, and Private Vehicle for hire service"
Jatropha Finances,http://jatrophafinances.com/,,Financial Services,11-50 employees,"Conakry, Conakry",Privately Held,2011,"Kaporo, Conakry, Conakry BP:0000, GN","finance, technology, prêt, banque, etudiants, and enseignants"
CA & Ko Consulting,http://www.cako-gn.com/,,Legal Services,11-50 employees,"Kaloum, Conakry",Partnership,,"Immeuble WAQF-BID Guinée, 4ème Etage  Bureau 15 , Kaloum, Conakry 001, GN",
Cash Moov,http://www.cashmoov.net,,Financial Services,51-200 employees,"Conakry, Commune de Kaloum",Partnership,,"3602 Conakry, Conakry, Commune de Kaloum 3602, GN",
AISAKA GROUP SARL,http://aisakagroup.com,,Professional Training & Coaching,11-50 employees,"Conakry, Conakry",Partnership,,"Conakry, Conakry 224, GN",
Learn English Mate,https://www.learnenglishmate.com/,,E-learning,11-50 employees,,Privately Held,2014,,
Programme d'Appui aux Communautés Villageoises (PACV) - Guinée,https://www.pacv-gn.org,,Government Administration,11-50 employees,"Conakry, Conakry",Nonprofit,2000,"Ratoma Centre - Commune Ratoma, BP : 6499, Guinea, Conakry, Conakry 6499, GN",
Géotec Afrique,http://www.geotec-afrique.com/,+221 33 860 78 00,Construction,51-200 employees,,Privately Held,2006,,"Géotechnique, Environnement, Diagnostic structures, Maritime, Géophysique, Construction, Immobilier, Etudes de sols, Prospection minière, Géologie, Laboratoire, and Ingénierie routière"
CHAMBRE DES MINES DE GUINEE,https://www.chambredesminesgn.com,622351036,Civic & Social Organization,2-10 employees,"Conakry, Conakry",Privately Held,1997,"2426, Résidence Wassou, Conakry, Conakry 2426, GN",Mines; Industries
Organisation Sociale des Entreprises en Evolutions,http://www.oseeguinee.org,2.25E+11,Civic & Social Organization,51-200 employees,"Conakry, Conakry",Privately Held,2015,"Grand marché de Conakry Dabondy Block A, Porte 119, Conakry, Conakry 00224, GN",
SignalAfrique.com,https://www.signalafrique.com,+224 656 00 00 28,Online Media,11-50 employees,"Conakry, Commune de Ratoma",Self-Employed,2015,"Conakry, Commune de Ratoma GN",
BIM-Guinée,,,Professional Training & Coaching,2-10 employees,,Partnership,,"Ratoma, GN",
MAKITISHOP,https://www.makitishop.com,,Retail,2-10 employees,"Conakry, Matoto/Dabompa",Privately Held,2019,"Conakry, Matoto/Dabompa 0000, GN",
Loko Creek Group,http://www.lokocreek.com,,Logistics & Supply Chain,2-10 employees,,Privately Held,2020,,"Barging, Transshipment, OGV, Chartering, Mining, Iron Ore, Bauxite, and Marine Logistics"
Edig.biz,https://edig.biz,+224 626403133,Information Technology & Services,2-10 employees,"Conakry, Guinée",Partnership,2020,"Conakry, Guinée Kissosso, GN","Conception de Site Web, Conception d'Application Mobile, Conception d'Application de Gestion, Conception de bases de données, Installation des vidéos de surveillance, and Déploiement réseaux"
THEDATAX | Maintenance Informatique,http://www.thedatax.com,,Computer Hardware,,,,,"Conakry, GN",
YALLO VIDEO,http://www.yallodigit.com,624358826,Design,2-10 employees,"CONAKRY, Conakry",Partnership,2019,"CONAKRY, Conakry 15998, GN",
Billet Facile,https://www.billetfacile.com/,624903807,Information Technology & Services,2-10 employees,"Conakry, Conakry",Privately Held,2019,"Conakry, Conakry, Conakry 001, GN",
SICOM Holding,http://www.sicomgroup.com/,2.25E+11,International Trade & Development,"1,001-5,000 employees","Conakry, Conakry",Privately Held,1979,"Coronthie, Kaloum, BP 3201 Conakry - Guinée, Conakry, Conakry BP 3201, GN","Steel Industrial Factory, Industrial Fishing, Import/Export, Commodities, Mining, and Energy"
EGUITRAC-SARL,http://www.eguitrac.com,+224 654 111 001,Construction,11-50 employees,"Conakry, Kipé/Commune de Ratoma",Partnership,,"Conakry, Kipé/Commune de Ratoma GN","Construction, Renovation, Relookage, Immobilier, Appartement, Travaux publics, and Genie civile"
Gistech,http://www.gistechs.com,,Information Technology & Services,2-10 employees,"Conakry, Conakry",Self-Employed,,"C/RATOMA, Kaporo Marché, Conakry, Conakry 6740, GN",
MSD-Multiservices,,2.25E+11,Events Services,2-10 employees,,Self-Employed,,"Conakry, GN",
Aket,http://www.a-ket.com,2.25E+11,Retail,2-10 employees,"Conakry , Conakry",Sole Proprietorship,2020,"Grand Marché conakry, Dabondy, Comune de Matoto., Conakry , Conakry 22451, GN",
Westfarms Food & Technology,https://www.westfarmsft.com/,+224 624 86 55 00,Farming,2-10 employees,,Privately Held,2020,"Kaloum, Conakry, GN","Agriculture de précision, Culture sous serre, AgroBusiness, and Mise en relation agricole"
GreenfliAir,http://www.greenfliair.com,2.25E+11,Aviation & Aerospace,2-10 employees,,Public Company,2014,"Conakry, GN","Passenger Services, Cargo Services, Private Jet Charters, Bulk Cargo Charters, ASM Gold & Diamonds Aviation Services, Air Ambulance Services, Aviation Insurance Services, Traders Hub Services, Free Trade Hub Services, Aviation Infrastructure Services, Eco Travel & Tourism, OTA, Wildlife Protection Aviation Services, and Zero-e-Aviation"
AZ PROTECTION Guinée,,,Public Safety,,,,,"0224, Conakry, conakry 00224, GN",
ZAKARCHI&CO,https://www.errafiizakaria.com/,,Architecture & Planning,11-50 employees,,Privately Held,2021,"conakry, GN","Architecte , design, and bureau etude"
UNIAYD,http://www.uniayd.com,2.25E+11,Education Management,2-10 employees,,Privately Held,2021,"Avenue Toubman, Q/ Almamyah, C/ Kaloum, Immeuble BOBO, Conakry, 6316, GN","Study Abroad, University Admission, Etudier à l'étrangère, and Education Consultancy"
Centre d'Appui aux Petites et Moyennes Entreprises(CAPME),,,Government Administration,2-10 employees,,Government Agency,2021,"Conakry, GN",
Le Karamokoein,,+224 624994294,Mobile Games,2-10 employees,"Conakry, Conakry",Self-Employed,2021,"Conakry, Conakry 99330, GN","Education, psychomotricité, coaching parental, and coaching scolaire"
MASIT,,2.25E+11,Management Consulting,2-10 employees,,Sole Proprietorship,,"Conakry, GN",
PIPS ACADEMIA,,623554524,Professional Training & Coaching,11-50 employees,,Partnership,2019,"Conakry, 000000, GN",
Guimmo Services | Terrains,http://guimmoserv.com,,Real Estate,,,,,"Conakry, GN",
Groupement Dina-Caat,,2.25E+11,Architecture & Planning,201-500 employees,"Conakry, Guinée",Partnership,2018,"3402, appartement, Conakry, Guinée +224, GN","Architecture , Ingénierie, and Urbanisme"
Magala - CyberSecurity,,,Computer & Network Security,11-50 employees,"Conakry, Nongo / Commune de Ratoma",Self-Employed,2021,"Conakry, Nongo / Commune de Ratoma GN",
